sequence_summary,representation,weighting,true_label,fea_name,value
mean,standardized,participant_balanced,Sadness,JawSidewaysRight,0.3285437759175723
mean,standardized,participant_balanced,Surprise,JawSidewaysRight,0.40087625133510874
mean,standardized,participant_balanced,Anger,JawThrust,-0.0923504314773474
mean,standardized,participant_balanced,Disgust,JawThrust,-0.11332714546409063
mean,standardized,participant_balanced,Fear,JawThrust,0.010398171077004642
mean,standardized,participant_balanced,Happiness,JawThrust,-0.38052923045092796
mean,standardized,participant_balanced,Neutral,JawThrust,-0.4349660864767164
mean,standardized,participant_balanced,Sadness,JawThrust,0.17807750571673234
mean,standardized,participant_balanced,Surprise,JawThrust,0.8502074551127914
mean,standardized,participant_balanced,Anger,LidTightenerL,0.892616110528957
mean,standardized,participant_balanced,Disgust,LidTightenerL,0.9342261201087538
mean,standardized,participant_balanced,Fear,LidTightenerL,-0.3653234613560437
mean,standardized,participant_balanced,Happiness,LidTightenerL,0.37907175732725434
mean,standardized,participant_balanced,Neutral,LidTightenerL,-0.5788919228626446
mean,standardized,participant_balanced,Sadness,LidTightenerL,-0.1638592881368644
mean,standardized,participant_balanced,Surprise,LidTightenerL,-0.47218198347541207
mean,standardized,participant_balanced,Anger,LidTightenerR,0.7441059860416599
mean,standardized,participant_balanced,Disgust,LidTightenerR,0.7988086427017854
mean,standardized,participant_balanced,Fear,LidTightenerR,-0.288187538200021
mean,standardized,participant_balanced,Happiness,LidTightenerR,0.26466397524886914
mean,standardized,participant_balanced,Neutral,LidTightenerR,-0.5223944674402085
mean,standardized,participant_balanced,Sadness,LidTightenerR,-0.07440852579025346
mean,standardized,participant_balanced,Surprise,LidTightenerR,-0.4076809573594603
mean,standardized,participant_balanced,Anger,LipCornerDepressorL,0.017072315708103216
mean,standardized,participant_balanced,Disgust,LipCornerDepressorL,0.32215887393966264
mean,standardized,participant_balanced,Fear,LipCornerDepressorL,-0.3444328393605203
mean,standardized,participant_balanced,Happiness,LipCornerDepressorL,-0.474881846870239
mean,standardized,participant_balanced,Neutral,LipCornerDepressorL,-0.4827584893993926
mean,standardized,participant_balanced,Sadness,LipCornerDepressorL,1.673441544349649
mean,standardized,participant_balanced,Surprise,LipCornerDepressorL,-0.4243321888967419
mean,standardized,participant_balanced,Anger,LipCornerDepressorR,0.0030819689335345357
mean,standardized,participant_balanced,Disgust,LipCornerDepressorR,0.28767836065503527
mean,standardized,participant_balanced,Fear,LipCornerDepressorR,-0.3471537926910374
mean,standardized,participant_balanced,Happiness,LipCornerDepressorR,-0.4635733765806182
mean,standardized,participant_balanced,Neutral,LipCornerDepressorR,-0.47119056995279274
mean,standardized,participant_balanced,Sadness,LipCornerDepressorR,1.6833914678074093
mean,standardized,participant_balanced,Surprise,LipCornerDepressorR,-0.4173181706257034
mean,standardized,participant_balanced,Anger,LipCornerPullerL,-0.2911656455281964
mean,standardized,participant_balanced,Disgust,LipCornerPullerL,-0.2246779132687381
mean,standardized,participant_balanced,Fear,LipCornerPullerL,-0.3446884195651875
mean,standardized,participant_balanced,Happiness,LipCornerPullerL,1.7570376668069703
mean,standardized,participant_balanced,Neutral,LipCornerPullerL,-0.4292329189597689
mean,standardized,participant_balanced,Sadness,LipCornerPullerL,-0.4105829437716158
mean,standardized,participant_balanced,Surprise,LipCornerPullerL,-0.42145526539653094
mean,standardized,participant_balanced,Anger,LipCornerPullerR,-0.285874854949343
mean,standardized,participant_balanced,Disgust,LipCornerPullerR,-0.23111156736407354
mean,standardized,participant_balanced,Fear,LipCornerPullerR,-0.3421901843574752
mean,standardized,participant_balanced,Happiness,LipCornerPullerR,1.765201582680761
mean,standardized,participant_balanced,Neutral,LipCornerPullerR,-0.4290787426190138
mean,standardized,participant_balanced,Sadness,LipCornerPullerR,-0.4146643053415234
mean,standardized,participant_balanced,Surprise,LipCornerPullerR,-0.4243360610191052
mean,standardized,participant_balanced,Anger,LipFunnelerLB,-0.19309808563810818
mean,standardized,participant_balanced,Disgust,LipFunnelerLB,-0.18827066134552792
mean,standardized,participant_balanced,Fear,LipFunnelerLB,-0.18978269000401005
mean,standardized,participant_balanced,Happiness,LipFunnelerLB,-0.20548323155949574
mean,standardized,participant_balanced,Neutral,LipFunnelerLB,-0.20370351106146456
mean,standardized,participant_balanced,Sadness,LipFunnelerLB,0.5625797859772671
mean,standardized,participant_balanced,Surprise,LipFunnelerLB,0.14635133700927663
mean,standardized,participant_balanced,Anger,LipFunnelerLT,-0.03351139588050961
mean,standardized,participant_balanced,Disgust,LipFunnelerLT,-0.20850480826932066
mean,standardized,participant_balanced,Fear,LipFunnelerLT,-0.2923872508284967
mean,standardized,participant_balanced,Happiness,LipFunnelerLT,-0.309617523962084
mean,standardized,participant_balanced,Neutral,LipFunnelerLT,-0.33796322841074056
mean,standardized,participant_balanced,Sadness,LipFunnelerLT,0.4487404729606777
mean,standardized,participant_balanced,Surprise,LipFunnelerLT,0.512042018325415
mean,standardized,participant_balanced,Anger,LipFunnelerRB,-0.18888139147621746
mean,standardized,participant_balanced,Disgust,LipFunnelerRB,-0.18785788757471605
mean,standardized,participant_balanced,Fear,LipFunnelerRB,-0.19032365286210037
mean,standardized,participant_balanced,Happiness,LipFunnelerRB,-0.20578848491641913
mean,standardized,participant_balanced,Neutral,LipFunnelerRB,-0.2031584496066469
mean,standardized,participant_balanced,Sadness,LipFunnelerRB,0.5823288691652652
mean,standardized,participant_balanced,Surprise,LipFunnelerRB,0.12183739916106721
mean,standardized,participant_balanced,Anger,LipFunnelerRT,-0.06352642908217115
mean,standardized,participant_balanced,Disgust,LipFunnelerRT,-0.24202298127818217
mean,standardized,participant_balanced,Fear,LipFunnelerRT,-0.28118104631739
mean,standardized,participant_balanced,Happiness,LipFunnelerRT,-0.32373912279922795
mean,standardized,participant_balanced,Neutral,LipFunnelerRT,-0.32662800724350327
mean,standardized,participant_balanced,Sadness,LipFunnelerRT,0.48155238095668945
mean,standardized,participant_balanced,Surprise,LipFunnelerRT,0.5196078237422825
mean,standardized,participant_balanced,Anger,LipPressorL,0.22995717868888313
mean,standardized,participant_balanced,Disgust,LipPressorL,0.6970175875474245
mean,standardized,participant_balanced,Fear,LipPressorL,-0.17014454775761415
mean,standardized,participant_balanced,Happiness,LipPressorL,-0.19389948204056837
mean,standardized,participant_balanced,Neutral,LipPressorL,-0.20057894903233556
mean,standardized,participant_balanced,Sadness,LipPressorL,0.23645024066817893
mean,standardized,participant_balanced,Surprise,LipPressorL,-0.15431159425176963
mean,standardized,participant_balanced,Anger,LipPressorR,0.23992826945135068
mean,standardized,participant_balanced,Disgust,LipPressorR,0.6927178043486211
mean,standardized,participant_balanced,Fear,LipPressorR,-0.16972328797467104
mean,standardized,participant_balanced,Happiness,LipPressorR,-0.16052801372246994
mean,standardized,participant_balanced,Neutral,LipPressorR,-0.19915172874562226
mean,standardized,participant_balanced,Sadness,LipPressorR,0.2018179919928055
mean,standardized,participant_balanced,Surprise,LipPressorR,-0.15293821713195588
mean,standardized,participant_balanced,Anger,LipPuckerL,0.4444236227720495
mean,standardized,participant_balanced,Disgust,LipPuckerL,0.2850548661461587
mean,standardized,participant_balanced,Fear,LipPuckerL,-0.34662314890114015
mean,standardized,participant_balanced,Happiness,LipPuckerL,-0.3855850996917824
mean,standardized,participant_balanced,Neutral,LipPuckerL,-0.41680467163464335
mean,standardized,participant_balanced,Sadness,LipPuckerL,0.09136627508339926
mean,standardized,participant_balanced,Surprise,LipPuckerL,0.5328149661930932
mean,standardized,participant_balanced,Anger,LipPuckerR,0.41638284782775187
mean,standardized,participant_balanced,Disgust,LipPuckerR,0.2639532274347638
mean,standardized,participant_balanced,Fear,LipPuckerR,-0.35035891922714163
mean,standardized,participant_balanced,Happiness,LipPuckerR,-0.3904437640139113
mean,standardized,participant_balanced,Neutral,LipPuckerR,-0.41656410496038637
mean,standardized,participant_balanced,Sadness,LipPuckerR,0.12383918629868555
mean,standardized,participant_balanced,Surprise,LipPuckerR,0.538356457595996
mean,standardized,participant_balanced,Anger,LipStretcherL,-0.21522846657878345
mean,standardized,participant_balanced,Disgust,LipStretcherL,0.22952999896081103
mean,standardized,participant_balanced,Fear,LipStretcherL,0.17188144809132988
mean,standardized,participant_balanced,Happiness,LipStretcherL,0.46726904653936674
mean,standardized,participant_balanced,Neutral,LipStretcherL,-0.4498320448246848
mean,standardized,participant_balanced,Sadness,LipStretcherL,0.2097990322236044
mean,standardized,participant_balanced,Surprise,LipStretcherL,-0.405000579550614
mean,standardized,participant_balanced,Anger,LipStretcherR,-0.21862223644675793
mean,standardized,participant_balanced,Disgust,LipStretcherR,0.23787091488355575
mean,standardized,participant_balanced,Fear,LipStretcherR,0.18670280788889848
mean,standardized,participant_balanced,Happiness,LipStretcherR,0.45563976840043935
mean,standardized,participant_balanced,Neutral,LipStretcherR,-0.45712491525926485
mean,standardized,participant_balanced,Sadness,LipStretcherR,0.20742200758326582
mean,standardized,participant_balanced,Surprise,LipStretcherR,-0.3892796770853766
mean,standardized,participant_balanced,Anger,LipSuckLB,0.6690987155954393
mean,standardized,participant_balanced,Disgust,LipSuckLB,0.36682211900443473
mean,standardized,participant_balanced,Fear,LipSuckLB,-0.3693498831531115
mean,standardized,participant_balanced,Happiness,LipSuckLB,1.0780897168446777
mean,standardized,participant_balanced,Neutral,LipSuckLB,-0.5158998710149942
mean,standardized,participant_balanced,Sadness,LipSuckLB,-0.362765663760631
mean,standardized,participant_balanced,Surprise,LipSuckLB,-0.5647494329339463
mean,standardized,participant_balanced,Anger,LipSuckLT,0.2349323846599446
mean,standardized,participant_balanced,Disgust,LipSuckLT,0.4319274486343586
mean,standardized,participant_balanced,Fear,LipSuckLT,-0.39471730355997436
mean,standardized,participant_balanced,Happiness,LipSuckLT,1.078385136704515
mean,standardized,participant_balanced,Neutral,LipSuckLT,-0.48508571561013497
mean,standardized,participant_balanced,Sadness,LipSuckLT,-0.2524977607679739
mean,standardized,participant_balanced,Surprise,LipSuckLT,-0.47126386286657124
mean,standardized,participant_balanced,Anger,LipSuckRB,0.7698751516068203
mean,standardized,participant_balanced,Disgust,LipSuckRB,0.4407248135309074
mean,standardized,participant_balanced,Fear,LipSuckRB,-0.36681883876805615
mean,standardized,participant_balanced,Happiness,LipSuckRB,0.919312017947019
mean,standardized,participant_balanced,Neutral,LipSuckRB,-0.5199895870355804
mean,standardized,participant_balanced,Sadness,LipSuckRB,-0.309646847571761
mean,standardized,participant_balanced,Surprise,LipSuckRB,-0.5602965934669892
mean,standardized,participant_balanced,Anger,LipSuckRT,0.21203783201519644
mean,standardized,participant_balanced,Disgust,LipSuckRT,0.3909563652306948
mean,standardized,participant_balanced,Fear,LipSuckRT,-0.39015608417058234
mean,standardized,participant_balanced,Happiness,LipSuckRT,1.1187541885579755
mean,standardized,participant_balanced,Neutral,LipSuckRT,-0.46949227793028125
mean,standardized,participant_balanced,Sadness,LipSuckRT,-0.30024638335540105
mean,standardized,participant_balanced,Surprise,LipSuckRT,-0.46080271710174575
mean,standardized,participant_balanced,Anger,LipTightenerL,0.3926172889101541
mean,standardized,participant_balanced,Disgust,LipTightenerL,-0.0860958142973433
mean,standardized,participant_balanced,Fear,LipTightenerL,-0.3198154112982394
mean,standardized,participant_balanced,Happiness,LipTightenerL,-0.3476596905544816
mean,standardized,participant_balanced,Neutral,LipTightenerL,-0.3546931774519735
mean,standardized,participant_balanced,Sadness,LipTightenerL,0.43381819456431525
mean,standardized,participant_balanced,Surprise,LipTightenerL,0.280557229548102
mean,standardized,participant_balanced,Anger,LipTightenerR,0.41161452830789824
mean,standardized,participant_balanced,Disgust,LipTightenerR,-0.09081491113216417
mean,standardized,participant_balanced,Fear,LipTightenerR,-0.3102239290914478
mean,standardized,participant_balanced,Happiness,LipTightenerR,-0.3364233985360141
mean,standardized,participant_balanced,Neutral,LipTightenerR,-0.3428387916583999
mean,standardized,participant_balanced,Sadness,LipTightenerR,0.4431826908013874
mean,standardized,participant_balanced,Surprise,LipTightenerR,0.23237895345318751
mean,standardized,participant_balanced,Anger,LipsToward,0.010478547576810738
mean,standardized,participant_balanced,Disgust,LipsToward,0.1680505110397581
mean,standardized,participant_balanced,Fear,LipsToward,-0.12246057320491702
mean,standardized,participant_balanced,Happiness,LipsToward,-0.13348408059561576
mean,standardized,participant_balanced,Neutral,LipsToward,-0.4963532431066656
mean,standardized,participant_balanced,Sadness,LipsToward,-0.026642138517057858
mean,standardized,participant_balanced,Surprise,LipsToward,0.6340466148027943
mean,standardized,participant_balanced,Anger,LowerLipDepressorL,-0.2882234592970734
mean,standardized,participant_balanced,Disgust,LowerLipDepressorL,0.11646490481841419
mean,standardized,participant_balanced,Fear,LowerLipDepressorL,0.20417017497014517
mean,standardized,participant_balanced,Happiness,LowerLipDepressorL,0.8665673115659076
mean,standardized,participant_balanced,Neutral,LowerLipDepressorL,-0.39751361833184057
mean,standardized,participant_balanced,Sadness,LowerLipDepressorL,-0.3293782063075086
mean,standardized,participant_balanced,Surprise,LowerLipDepressorL,-0.31828530802331156
mean,standardized,participant_balanced,Anger,LowerLipDepressorR,-0.2899570229758812
mean,standardized,participant_balanced,Disgust,LowerLipDepressorR,0.11461537790022372
mean,standardized,participant_balanced,Fear,LowerLipDepressorR,0.2228232775371076
mean,standardized,participant_balanced,Happiness,LowerLipDepressorR,0.8547865345979262
mean,standardized,participant_balanced,Neutral,LowerLipDepressorR,-0.3982071283390175
mean,standardized,participant_balanced,Sadness,LowerLipDepressorR,-0.3387857317844542
mean,standardized,participant_balanced,Surprise,LowerLipDepressorR,-0.3061956569747809
mean,standardized,participant_balanced,Anger,MouthLeft,0.547619934108569
mean,standardized,participant_balanced,Disgust,MouthLeft,0.6960560094238012
mean,standardized,participant_balanced,Fear,MouthLeft,-0.24996471451973384
mean,standardized,participant_balanced,Happiness,MouthLeft,0.14047824447455365
mean,standardized,participant_balanced,Neutral,MouthLeft,-0.43128416072263515
mean,standardized,participant_balanced,Sadness,MouthLeft,-0.18734295636092999
mean,standardized,participant_balanced,Surprise,MouthLeft,-0.30318152897044864
mean,standardized,participant_balanced,Anger,MouthRight,0.20064295845460622
mean,standardized,participant_balanced,Disgust,MouthRight,0.23739854227349952
mean,standardized,participant_balanced,Fear,MouthRight,-0.1534901450546351
mean,standardized,participant_balanced,Happiness,MouthRight,0.0599887010623186
mean,standardized,participant_balanced,Neutral,MouthRight,-0.24033240616558427
mean,standardized,participant_balanced,Sadness,MouthRight,-0.22975633572615584
mean,standardized,participant_balanced,Surprise,MouthRight,0.06736755707179619
